"products_id","products_raw_name","products_type","products_category_id","categories_raw_name"
"44073d8a-b4a3-4df0-bcb8-5f5808cb3578","aircraft, belly freight, medium haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"51a51531-5fba-4527-a2e8-49a4e5567c90","aircraft, belly freight, short haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"1f4b8a68-263a-42b9-abf8-fc1ca309cf63","aircraft, belly freight, very short haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"2781d185-91ee-4704-9155-10276c36047d","aircraft, dedicated freight, long haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"6e4eb890-64e1-4fc5-93df-059553fdfe99","aircraft, dedicated freight, medium haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"10e7540e-deac-4f72-9e70-e1efab132a0f","aircraft, dedicated freight, short haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"3f51ec0a-78aa-47da-b90e-a38b2aa50a1d","aircraft, dedicated freight, very short haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"f7a6da4c-f495-49b1-9844-2ecdf0fef580","aircraft, passenger, long haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"c03ca1f5-216f-4d8e-9326-9abc93af494f","aircraft, passenger, medium haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"465cb093-da04-469f-8c9e-0a3ed8e65843","aircraft, passenger, short haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"8040f6b0-f220-4d97-aefb-89605b8d20b8","aircraft, passenger, very short haul","material","a291dec9-35a2-11ec-ba41-b0fc3626dcfb","vehicles"
"2961947e-c106-4085-8abe-e0fc66df4847","air distribution terminal panel, steel, 120 m3/h","material","a291de69-35a2-11ec-ba41-b0fc3626dcfb","machinery"
"bad99186-cfca-43d0-a721-d804f120810c","air filter, central unit, 600 m3/h","material","a291de69-35a2-11ec-ba41-b0fc3626dcfb","machinery"
"cffa433a-1060-437a-9d44-41ec7185c08e","air filter, decentralized unit, 180-250 m3/h","material","a291de69-35a2-11ec-ba41-b0fc3626dcfb","machinery"
"c6b6ac47-4f3d-4bc2-bf55-13d6550a1edc","air filter, decentralized unit, 250 m3/h","material","a291de69-35a2-11ec-ba41-b0fc3626dcfb","machinery"
"8324b1c4-59bb-4dbb-a815-f59bf8d042cb","air filter, in exhaust air valve","material","a291de69-35a2-11ec-ba41-b0fc3626dcfb","machinery"
"9ae5c2db-1d53-4a4a-b9fc-7fd1582650bc","air input/output unit, heat and power co-generation unit, 160kW electrical","material","a291de69-35a2-11ec-ba41-b0fc3626dcfb","machinery"
"5cbc57a3-3a0b-4140-bc3b-25eba6989373","airport","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"34a3d7b4-ea1b-485b-9bfe-9ac2b145064a","air separation facility","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"519d92ae-5713-4bf3-8c58-c69d5a083659","alfalfa-grass mixture, Swiss integrated production","material","a291ded7-35a2-11ec-ba41-b0fc3626dcfb","crops"
"b86dea87-59a5-4bab-95e7-cb14e29e8ada","alfalfa-grass silage","material","a291ded7-35a2-11ec-ba41-b0fc3626dcfb","crops"
"9e7b5203-8643-4e21-930c-e53c435a227b","alkyd paint, white, without solvent, in 60% solution state","material","a291de8c-35a2-11ec-ba41-b0fc3626dcfb","paints and inks"
"e8033421-dedc-436a-a2c5-b2328d50efe5","alkyd paint, white, without water, in 60% solution state","material","a291de8c-35a2-11ec-ba41-b0fc3626dcfb","paints and inks"
"9753b385-4ff9-4127-8c38-407d88e4b6d8","alkyd resin, long oil, without solvent, in 70% white spirit solution state","material","a291de8c-35a2-11ec-ba41-b0fc3626dcfb","paints and inks"
"38552dde-b886-485b-a9de-62d01f5c573b","alkylbenzene, linear","material","a291dee1-35a2-11ec-ba41-b0fc3626dcfb","detergents"
"8b41a30b-9d80-4a6f-9d8f-7e34d8e95485","alkylbenzene sulfonate, linear, petrochemical","material","a291dee1-35a2-11ec-ba41-b0fc3626dcfb","detergents"
"32b621f1-c011-481f-a41c-0d7dcb8b530f","alkylketene dimer sizing agent, for paper production","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"8bc36e5c-e952-4d75-9f86-0e390febe251","alkyl sulphate (C12-14)","material","a291dee1-35a2-11ec-ba41-b0fc3626dcfb","detergents"
"a3d995f3-85df-4775-89ad-3b56d8cc0bf3","allyl chloride","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"584e7841-ab11-4eac-bd53-02841961daad","almond","material","a291deef-35a2-11ec-ba41-b0fc3626dcfb","foodstuffs"
"515277d3-2a4f-42c2-9457-dadd9e8ead3b","alpha-naphthol","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"ffff79f1-f32a-4176-8482-e930059a04e2","alpha-picoline","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"27fa8e7c-9d43-41c1-b077-d28416a09bb4","aluminium alloy, AlLi","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"e905bce4-e705-4d64-9845-5f034e8d6715","aluminium alloy, AlMg3","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"83af035f-2eaf-42a1-ac94-dc02482cfa02","aluminium alloy, metal matrix composite","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"3373777e-e4ea-490e-9271-ee94c791f4b3","aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire","material","a291df00-35a2-11ec-ba41-b0fc3626dcfb","electrical equipment"
"15c35d1c-4362-4b05-af79-66f3eb4e3687","aluminium around steel bi-metal wire, 3.67mm external diameter","material","a291df00-35a2-11ec-ba41-b0fc3626dcfb","electrical equipment"
"45b1e0f9-5b92-4d4b-81c2-b7f4026a222f","aluminium, cast alloy","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"2b51e7c6-83b6-45df-a680-19bd921ec3ff","aluminium casting facility","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"ba0cc0f3-a5c8-4681-b752-2ea49ffc5acf","aluminium chloride","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"0e2f65c2-5845-43e4-8f9f-a3ca9a446ff7","aluminium collector foil, for Li-ion battery","material","a291df00-35a2-11ec-ba41-b0fc3626dcfb","electrical equipment"
"621962df-3083-4ca5-8f48-cf9f8d1b0718","aluminium electrolysis facility","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"51bba5fd-7e55-4c45-9793-4d9a9c1c59a2","aluminium fluoride","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"2b4b8137-f4cd-43f4-800f-144c34a2910f","aluminium hydroxide","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"65f77ae1-9199-4b81-a754-176b12febac2","aluminium hydroxide factory","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"3cd094f5-de3a-439e-b8af-b597faa21721","aluminium in car shredder residue","waste","a3c2d4b4-35a2-11ec-ba41-b0fc3626dcfb","waste management"
"47d08a52-0415-48aa-8fec-137b0e347744","aluminium, in mixed metal scrap","waste","a3c2d4b4-35a2-11ec-ba41-b0fc3626dcfb","waste management"
"b110a6f1-786a-4806-a998-0d3fb50fc1e5","aluminium melting furnace","material","a291df1c-35a2-11ec-ba41-b0fc3626dcfb","furnaces and boilers"
"c102c224-32b0-4f85-89aa-12a3f1cb33c2","aluminium oxide factory","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"81cd7b29-e9f4-40bb-9bc1-d91b712cd2c3","aluminium oxide, metallurgical","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"0d3fe718-cb8a-4c70-b269-117058d008ce","aluminium oxide, non-metallurgical","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"f1d74400-f966-455b-b709-3be9380f8166","aluminium, primary, cast alloy slab from continuous casting","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"bd3c3c46-c15d-4e46-a76b-846a3ab8547a","aluminium, primary, ingot","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"9ae178cf-6599-47e5-bdf3-fccacb197496","aluminium, primary, liquid","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"3dad4a44-38b0-486a-ae8a-0e7dd366f8d3","aluminium removed by drilling, computer numerical controlled","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"94383523-999b-4413-bd90-d6d9fea85fa7","aluminium removed by drilling, conventional","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"bf516fde-2801-4520-9f40-1d9841481cf7","aluminium removed by milling, average","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"05c4d37d-70f3-4ea4-adef-8e06dca41bd1","aluminium removed by milling, dressing","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"be7e36cf-edff-4a83-8e58-db0185df0061","aluminium removed by milling, large parts","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"4c96756d-7bbd-419a-b05e-bd5adb15534d","aluminium removed by milling, small parts","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"c3783c63-662e-4154-bede-90c6599a14c7","aluminium removed by turning, average, computer numerical controlled","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"baedf76e-948c-490d-aa33-ee02d34b6c39","aluminium removed by turning, average, conventional","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"69dc5aed-54f3-4eeb-ba83-2dc8a9cd7a6a","aluminium removed by turning, primarily dressing, computer numerical controlled","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"d1d72531-696e-42ce-ad31-f8f39d8b0b35","aluminium removed by turning, primarily dressing, conventional","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"c46c03c4-49fc-422d-8cc7-70b7f2720e7c","aluminium removed by turning, primarily roughing, computer numerical controlled","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"edaaa94a-4615-499a-a750-36940abd4344","aluminium removed by turning, primarily roughing, conventional","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"c9352062-9ebf-42d8-81a0-9b803e072258","aluminium scrap, new","waste","a3c2d4b4-35a2-11ec-ba41-b0fc3626dcfb","waste management"
"928bfa30-cdd8-44d1-8fc9-17bb82651680","aluminium scrap, post-consumer","waste","a3c2d4b4-35a2-11ec-ba41-b0fc3626dcfb","waste management"
"01e2b696-6753-436b-82f9-a391d7764c60","aluminium scrap, post-consumer, prepared for melting","waste","a3c2d4b4-35a2-11ec-ba41-b0fc3626dcfb","waste management"
"50f4d979-4035-4482-ad02-6b6dc8cd8eda","aluminium sulfate, powder","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"a5bcbade-af74-4519-b1aa-2502705f6df9","aluminium sulfate, without water, in 4.33% aluminium solution state","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"86a16991-a057-435b-8381-b59b7ce92b29","aluminium, wrought alloy","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"49f7cff7-8629-446f-9882-161188b90c86","amidosulfuron","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"9a194a1d-8bbe-4d25-bfa3-7a842fd4bb4b","amine oxide","material","a291dee1-35a2-11ec-ba41-b0fc3626dcfb","detergents"
"83c2bd3c-9b1a-445f-b841-9a49e6d75515","aminopyridine","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"c17463ba-e7cc-4227-8971-d2e8f207d288","ammonia, anhydrous, liquid","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"932181ca-85b6-4223-b1df-7091e9197f7a","ammonium bicarbonate","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"8977c9fd-af4c-4c0f-b00e-7e726f4909c4","ammonium carbonate","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"b19b17f3-4607-4db7-a58c-7f2563108465","ammonium chloride","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"87fbd443-8064-475a-8e12-ed2b2e120d39","ammonium nitrate","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"6b291411-8ae9-481d-8806-dd50d093c9ff","ammonium nitrate phosphate","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"58bc6d46-7037-49e6-8b9b-13a346ca253d","ammonium nitrite","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"ab65fa90-3fec-41ed-b00f-ddcd2c1359b4","ammonium paratungstate","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"c63395ef-213d-4a10-9ba3-ba332c3d246f","ammonium sulfate","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"988bfd1b-e402-45f5-a573-426243c1e981","ammonium thiocyanate","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"a9e8206c-2a6d-4a2d-b8b3-2e1d7b8ccade","anaerobic digestion plant, agricultural","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"11629011-6f68-473b-aa3b-9e5f87134e6e","anaerobic digestion plant, agriculture, with methane recovery","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"3b0ee95a-3483-4e36-b9d8-7c5ba763a5f1","anaerobic digestion plant, for biowaste","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"f2759876-1f4c-46aa-a7d9-3bab80880b84","anaerobic digestion plant, for sewage sludge","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"11052a42-6f13-440d-846b-37c6460722b8","anhydrite","material","a291de9c-35a2-11ec-ba41-b0fc3626dcfb","mineral products"
"a3dda1d7-23cf-4fe1-93fb-1ba378fad7d2","anhydrite, burned","material","a291de9c-35a2-11ec-ba41-b0fc3626dcfb","mineral products"
"16c58627-0fb8-4f12-bab8-5a12feb69186","anhydrite floor","material","a291de9c-35a2-11ec-ba41-b0fc3626dcfb","mineral products"
"2d488162-7e3d-43ed-a38f-3d458db488b7","anhydrite rock","material","a291de9c-35a2-11ec-ba41-b0fc3626dcfb","mineral products"
"d0580a73-3133-49bb-b25f-9e1eb6e13198","aniline","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"5100065d-5f90-4c9a-b1bf-b90493cced68","anionic resin","material","a291de7b-35a2-11ec-ba41-b0fc3626dcfb","plastics and polymers"
"9e556cb5-59af-4957-88eb-c6eb2ef38465","anode factory","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"7de93bc2-8c2d-4c0f-9702-45debf32c394","anode, for metal electrolysis","material","a291df00-35a2-11ec-ba41-b0fc3626dcfb","electrical equipment"
"dda02fe0-592c-49bc-963b-f3792ed24d49","anode, graphite, for Li-ion battery","material","a291df00-35a2-11ec-ba41-b0fc3626dcfb","electrical equipment"
"be31a216-7225-4830-a586-e5068e3fc731","anode, paste, for aluminium electrolysis","material","a291df00-35a2-11ec-ba41-b0fc3626dcfb","electrical equipment"
"31f96b89-b3f2-4277-aaa2-af4b094f3dcc","anode, prebake, for aluminium electrolysis","material","a291df00-35a2-11ec-ba41-b0fc3626dcfb","electrical equipment"
"9b26208e-2b70-47bd-a9ed-c285461a67ec","anode refinery","material","a291deb8-35a2-11ec-ba41-b0fc3626dcfb","buildings & facilities"
"cf353589-65c6-4738-b4a2-f843cc369d2c","anode, silicon coated graphite, for Li-ion battery","material","a291df00-35a2-11ec-ba41-b0fc3626dcfb","electrical equipment"
"d52530a6-6c77-4c2c-9dc9-efaf9cd2e0dd","anode slime from electrorefining of copper, anode","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"dcf8b22d-6e59-4105-8af1-bc02dc6584a3","anodising, aluminium sheet","production step","a291df08-35a2-11ec-ba41-b0fc3626dcfb","metalworking"
"af38b6a3-eb0f-420e-81e5-a32c905c5710","anthranilic acid","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"873b70b3-5e71-43f4-a26b-01bc0c60a8b9","anthraquinone","material","a291de41-35a2-11ec-ba41-b0fc3626dcfb","chemicals"
"460c5179-9d7c-4511-82d7-78b3ed4f3f1e","antifouling paint emissions","waste","a3c2d4b4-35a2-11ec-ba41-b0fc3626dcfb","waste management"
"5d628df4-4aaa-48d1-a0d8-af4c34c82ead","antimony","material","a291def6-35a2-11ec-ba41-b0fc3626dcfb","metals (non-ferrous)"
"ed2f2243-e7d3-4bea-94dd-dc38df4ccfff","antimony slag, desulfurised","waste","a3c2d4b4-35a2-11ec-ba41-b0fc3626dcfb","waste management"
"f3982cb3-57e6-4415-9978-038ab86dc223","antimony slag, water-quenched","waste","a3c2d4b4-35a2-11ec-ba41-b0fc3626dcfb","waste management"
"08afda11-9680-422f-9b02-3c4097f93809","anti-reflex-coating, etching, solar glass","production step","a3c2d547-35a2-11ec-ba41-b0fc3626dcfb","glass"
"993ee171-9a93-4312-9d7a-20f5fdfaa894","apple","material","a291deef-35a2-11ec-ba41-b0fc3626dcfb","foodstuffs"
"2db571c8-7c38-4baf-adc0-961b5082f690","application of plant protection product, by field sprayer","production step","a3c2d551-35a2-11ec-ba41-b0fc3626dcfb","support for crop production"
"e268bba6-59e1-4f74-b950-c545440879a4","apricot","material","a291deef-35a2-11ec-ba41-b0fc3626dcfb","foodstuffs"
